ticket_sale_id,ticket_customer_id,match_id,match_type,purchased_at,ticket_type,quantity,unit_price_nok,sales_channel,status
TS-0000076,71004182,1526992464,away,2024-10-01T18:14:00Z,youth,1,200,app,completed
TS-0000077,71001496,1526992464,away,2024-10-01T12:18:00Z,youth,1,200,app,completed
TS-0000078,71000527,1526992464,away,2024-08-22T06:45:00Z,adult,1,360,web,completed
TS-0000079,71005372,1526992464,away,2024-10-02T21:07:00Z,student,2,250,app,completed
TS-0000080,71003213,1526992464,away,2024-06-16T22:10:00Z,adult,2,360,web,completed
TS-0000081,71004471,1526992464,away,2024-07-06T23:10:00Z,adult,1,360,app,completed
TS-0000082,71000765,1526992464,away,2024-06-11T08:15:00Z,youth,1,200,app,completed
TS-0000083,71003927,1526992464,away,2024-07-30T13:36:00Z,adult,1,360,app,completed
TS-0000084,71001479,1526992464,away,2024-07-27T08:49:00Z,youth,2,200,box_office,completed
TS-0000085,71003723,1526992464,away,2024-09-12T20:37:00Z,student,3,250,web,completed
TS-0000086,71006681,1526992464,away,2024-09-17T10:56:00Z,student,2,250,app,completed
TS-0000087,71004097,1526992464,away,2024-09-13T23:21:00Z,adult,2,360,web,completed
TS-0000088,71005423,1526992464,away,2024-08-27T19:39:00Z,adult,1,360,app,completed
TS-0000089,71001224,1526992464,away,2024-06-28T10:33:00Z,adult,1,360,app,cancelled
TS-0000090,71001717,1526992464,away,2024-10-02T12:20:00Z,child,4,140,box_office,completed
TS-0000091,71001836,1526992464,away,2024-06-19T14:47:00Z,youth,1,200,app,refunded
TS-0000092,71001938,1526992464,away,2024-09-11T06:51:00Z,adult,1,360,app,completed
TS-0000093,71004335,1526992464,away,2024-07-04T07:10:00Z,adult,2,360,app,completed
TS-0000094,71004879,1526992464,away,2024-10-03T02:58:00Z,adult,1,360,web,completed
TS-0000095,71005491,1526992464,away,2024-10-02T01:30:00Z,child,2,140,box_office,completed
TS-0000096,71005508,1526992464,away,2024-07-18T19:18:00Z,adult,1,360,box_office,completed
TS-0000097,71001462,1526992464,away,2024-07-11T21:28:00Z,adult,1,360,web,completed
TS-0000098,71006511,1526992464,away,2024-10-01T13:15:00Z,adult,3,360,web,completed
TS-0000099,71001819,1526992464,away,2024-10-02T12:15:00Z,adult,3,360,web,completed
TS-0000100,71002635,1526992464,away,2024-08-02T00:54:00Z,youth,4,200,web,completed
TS-0000101,71000408,1526992464,away,2024-09-23T16:41:00Z,adult,4,360,web,completed
TS-0000102,71004913,1526992464,away,2024-07-31T04:40:00Z,adult,3,360,web,completed
TS-0000103,71005695,178578,home,2024-11-29T02:13:00Z,adult,3,420,web,completed
TS-0000104,71005899,178578,home,2024-12-29T11:44:00Z,youth,1,240,web,refunded
TS-0000105,71006681,178578,home,2025-01-07T17:25:00Z,child,2,160,app,completed
TS-0000106,71004760,178578,home,2024-11-24T19:15:00Z,adult,1,420,app,completed
TS-0000107,71005100,178578,home,2025-03-04T07:58:00Z,youth,2,240,app,completed
TS-0000108,71006885,178578,home,2025-03-06T00:05:00Z,student,2,290,web,completed
TS-0000109,71002754,178578,home,2024-11-22T23:05:00Z,adult,2,420,app,completed
TS-0000110,71000425,178578,home,2025-01-28T10:14:00Z,youth,1,240,app,completed
TS-0000111,71004216,178578,home,2025-02-17T22:47:00Z,adult,3,420,web,completed
TS-0000112,71004114,178578,home,2025-01-16T11:41:00Z,adult,3,420,web,completed
TS-0000113,71004522,178578,home,2025-01-29T09:27:00Z,student,1,290,web,completed
TS-0000114,71002958,178578,home,2025-03-05T06:02:00Z,adult,1,420,app,completed
TS-0000115,71006970,178578,home,2025-02-16T20:12:00Z,adult,1,420,web,completed
TS-0000116,71002516,178578,home,2024-11-21T19:01:00Z,student,1,290,web,completed
TS-0000117,71001785,178578,home,2025-02-14T01:16:00Z,student,2,290,web,completed
TS-0000118,71003196,178578,home,2025-03-05T10:08:00Z,youth,1,240,app,completed
TS-0000119,71007123,178578,home,2024-12-18T00:14:00Z,student,2,290,web,completed
TS-0000120,71003859,178578,home,2025-03-04T08:58:00Z,adult,1,420,app,completed
TS-0000121,71000935,178578,home,2025-02-14T17:02:00Z,adult,1,420,web,completed
TS-0000122,71001462,178578,home,2025-03-04T14:12:00Z,youth,1,240,web,completed
TS-0000123,71003485,178578,home,2024-12-02T00:44:00Z,adult,3,420,web,completed
TS-0000124,71001241,178578,home,2025-03-05T22:20:00Z,child,2,160,web,completed
TS-0000125,71004199,178578,home,2024-11-07T02:06:00Z,youth,3,240,app,completed
TS-0000126,71001564,178578,home,2025-03-04T00:32:00Z,adult,2,420,web,completed
TS-0000127,71005338,178578,home,2025-01-16T12:55:00Z,student,2,290,box_office,completed
TS-0000128,71003502,178578,home,2025-03-06T07:12:00Z,adult,2,420,web,completed
TS-0000129,71005593,178578,home,2024-11-21T07:19:00Z,adult,2,420,box_office,completed
TS-0000130,71005015,178578,home,2025-03-05T03:39:00Z,adult,3,420,web,completed
TS-0000131,71005355,178578,home,2025-02-20T05:20:00Z,student,2,290,box_office,completed
TS-0000132,71002584,178578,home,2024-11-09T14:15:00Z,adult,1,420,web,refunded
TS-0000133,71000901,178578,home,2025-02-21T10:31:00Z,adult,1,420,web,completed
TS-0000134,71005729,178578,home,2025-02-09T12:59:00Z,adult,2,420,app,completed
TS-0000135,71007191,178578,home,2025-02-01T10:59:00Z,adult,1,420,web,completed
TS-0000136,71002125,178578,home,2025-03-04T02:25:00Z,adult,2,420,web,completed
TS-0000137,71005967,178578,home,2025-03-05T05:28:00Z,adult,1,420,app,completed
TS-0000138,71000782,178578,home,2025-03-06T14:32:00Z,adult,1,420,web,completed
TS-0000139,71006409,178578,home,2024-12-01T09:13:00Z,adult,2,420,app,completed
TS-0000140,71006205,178578,home,2025-02-25T10:49:00Z,child,2,160,app,completed
TS-0000141,71000289,178578,home,2025-01-10T02:57:00Z,adult,2,420,box_office,completed
TS-0000142,71003400,178578,home,2025-03-04T11:15:00Z,student,3,290,web,completed
TS-0000143,71004539,178578,home,2025-02-17T15:11:00Z,child,2,160,web,completed
TS-0000144,71004471,178578,home,2024-12-04T15:06:00Z,adult,4,420,app,completed
TS-0000145,71005814,178578,home,2025-03-05T10:10:00Z,adult,2,420,web,completed
TS-0000146,71006069,178578,home,2025-02-25T00:55:00Z,youth,3,240,web,completed
TS-0000147,71003434,178578,home,2024-11-14T11:23:00Z,student,1,290,box_office,completed
TS-0000148,71000510,178578,home,2025-01-20T00:32:00Z,student,1,290,web,completed
TS-0000149,71006732,178578,home,2025-02-14T18:26:00Z,child,3,160,web,completed
TS-0000150,71001445,178578,home,2025-03-05T07:58:00Z,adult,1,420,web,completed
TS-0000151,71006902,178578,home,2025-01-14T12:32:00Z,adult,1,420,web,completed
TS-0000152,71005440,178578,home,2025-03-04T10:04:00Z,adult,1,420,app,completed
TS-0000153,71006562,178578,home,2025-01-11T04:11:00Z,adult,2,420,app,completed
TS-0000154,71001938,178578,home,2025-01-20T04:58:00Z,adult,1,420,app,completed
TS-0000155,71006443,178578,home,2025-02-22T11:57:00Z,youth,1,240,app,completed
TS-0000156,71006392,178578,home,2024-12-19T06:55:00Z,adult,4,420,app,completed
TS-0000157,71002023,178578,home,2025-02-02T01:35:00Z,student,2,290,web,completed
TS-0000158,71003587,178578,home,2024-11-23T19:07:00Z,adult,2,420,web,completed
TS-0000159,71004930,178578,home,2025-02-07T09:40:00Z,youth,1,240,box_office,completed
TS-0000160,71002839,178578,home,2025-01-09T18:07:00Z,child,3,160,app,completed
TS-0000161,71007004,178578,home,2025-02-27T04:07:00Z,adult,1,420,web,completed
TS-0000162,71006001,178578,home,2025-01-13T19:23:00Z,adult,2,420,web,completed
TS-0000163,71001258,178578,home,2025-01-13T18:42:00Z,adult,2,420,web,completed
TS-0000164,71002006,178578,home,2025-03-04T02:11:00Z,adult,2,420,app,completed
TS-0000165,71000646,178578,home,2025-01-28T06:02:00Z,adult,1,420,web,completed
TS-0000166,71001496,178578,home,2024-11-30T18:35:00Z,student,2,290,app,completed
TS-0000167,71003706,178578,home,2025-03-03T23:23:00Z,student,2,290,app,completed
TS-0000168,71003740,178578,home,2025-03-04T19:48:00Z,adult,1,420,web,completed
TS-0000169,71002176,178578,home,2025-03-06T13:08:00Z,adult,2,420,box_office,completed
TS-0000170,71005287,178578,home,2024-12-20T12:17:00Z,youth,1,240,box_office,completed
TS-0000171,71003060,178578,home,2024-11-30T02:57:00Z,adult,1,420,web,completed
TS-0000172,71007038,178578,home,2025-03-04T22:28:00Z,adult,1,420,app,completed
TS-0000173,71003111,178578,home,2024-12-21T09:02:00Z,child,2,160,web,refunded
TS-0000174,71000663,178578,home,2024-11-20T03:37:00Z,adult,2,420,web,completed
TS-0000175,71000595,178578,home,2025-03-05T06:25:00Z,youth,1,240,box_office,completed
TS-0000176,71007174,178578,home,2025-03-06T02:37:00Z,adult,2,420,box_office,completed
TS-0000177,71000680,178578,home,2025-03-04T13:40:00Z,child,2,160,web,completed
TS-0000178,71006426,178578,home,2024-12-13T22:51:00Z,youth,1,240,app,completed
TS-0000179,71001615,178578,home,2025-01-30T06:34:00Z,adult,1,420,web,cancelled
TS-0000180,71006953,178578,home,2024-12-23T22:36:00Z,youth,1,240,app,completed
TS-0000181,71006613,178578,home,2024-12-05T10:50:00Z,adult,2,420,web,completed
TS-0000182,71005032,178578,home,2024-11-21T14:46:00Z,youth,1,240,box_office,completed
TS-0000183,71002380,178578,home,2024-12-29T17:01:00Z,adult,1,420,app,completed
TS-0000184,71001309,178578,home,2024-11-18T21:56:00Z,adult,2,420,box_office,completed
TS-0000185,71003077,178578,home,2024-12-15T03:12:00Z,adult,2,420,web,completed
TS-0000186,71005083,178578,home,2024-11-21T18:16:00Z,student,2,290,web,completed
TS-0000187,71004148,178578,home,2025-03-03T23:05:00Z,adult,1,420,app,completed
TS-0000188,71006035,178578,home,2025-01-10T22:08:00Z,adult,1,420,web,completed
TS-0000189,71004658,178578,home,2025-03-04T08:20:00Z,student,1,290,web,completed
TS-0000190,71005202,178578,home,2025-01-30T20:08:00Z,student,1,290,app,cancelled
TS-0000191,71002142,178578,home,2025-01-28T05:19:00Z,adult,1,420,web,completed
TS-0000192,71002227,178578,home,2025-03-03T12:56:00Z,adult,1,420,web,completed
TS-0000193,71002992,178578,home,2024-11-27T02:16:00Z,adult,2,420,web,completed
TS-0000194,71006715,178578,home,2025-01-20T02:08:00Z,adult,1,420,app,completed
TS-0000195,71003179,178578,home,2025-03-04T10:09:00Z,adult,1,420,web,completed
TS-0000196,71004505,178578,home,2025-03-04T01:33:00Z,child,1,160,box_office,completed
TS-0000197,71001156,178578,home,2024-12-24T03:20:00Z,student,4,290,app,completed
TS-0000198,71006307,178578,home,2025-02-05T18:29:00Z,student,3,290,app,completed
TS-0000199,71006171,178578,home,2025-03-06T07:23:00Z,student,1,290,app,completed
TS-0000200,71005117,178578,home,2024-11-17T08:05:00Z,adult,4,420,web,completed
TS-0000201,71005763,178578,home,2025-03-04T11:43:00Z,youth,1,240,web,completed
TS-0000202,71002907,178578,home,2024-11-10T13:25:00Z,student,3,290,app,completed
TS-0000203,71004828,178578,home,2024-11-22T03:55:00Z,child,1,160,web,completed
TS-0000204,71006545,178578,home,2025-03-05T14:52:00Z,youth,3,240,web,completed
TS-0000205,71001122,178578,home,2024-12-05T12:43:00Z,adult,2,420,web,completed
TS-0000206,71006103,178578,home,2025-03-06T02:00:00Z,student,1,290,web,completed
TS-0000207,71001513,178578,home,2024-11-13T14:01:00Z,adult,1,420,web,completed
TS-0000208,71001683,178578,home,2025-01-25T21:24:00Z,youth,2,240,web,completed
TS-0000209,71006018,178578,home,2024-12-14T08:10:00Z,adult,3,420,app,completed
TS-0000210,71002210,178578,home,2025-02-16T04:37:00Z,adult,1,420,web,completed
TS-0000211,71001887,178578,home,2024-12-11T11:24:00Z,adult,2,420,web,completed
TS-0000212,71000034,178578,home,2024-12-07T04:39:00Z,adult,1,420,app,completed
TS-0000213,71000748,178578,home,2025-02-13T14:55:00Z,adult,3,420,app,completed
TS-0000214,71004267,178578,home,2025-03-06T15:31:00Z,adult,1,420,web,completed
TS-0000215,71003944,178578,home,2025-01-27T19:38:00Z,adult,3,420,web,completed
TS-0000216,71003349,178578,home,2024-12-03T22:18:00Z,student,1,290,web,completed
TS-0000217,71004318,178578,home,2025-01-27T07:20:00Z,adult,2,420,web,completed
TS-0000218,71006630,178578,home,2025-03-04T18:16:00Z,student,1,290,web,completed
TS-0000219,71004352,178578,home,2025-02-28T12:34:00Z,child,2,160,web,completed
TS-0000220,71003213,178578,home,2024-12-22T05:13:00Z,student,4,290,web,completed
TS-0000221,71002261,178578,home,2024-12-27T10:48:00Z,child,2,160,web,completed
TS-0000222,71007055,178578,home,2025-02-07T16:55:00Z,student,2,290,app,completed
TS-0000223,71002669,178578,home,2024-11-24T16:17:00Z,student,3,290,app,completed
TS-0000224,71006188,178578,home,2025-02-24T15:52:00Z,adult,2,420,app,cancelled
TS-0000225,71004403,178578,home,2025-03-05T20:22:00Z,youth,1,240,web,completed
TS-0000226,71000918,178578,home,2025-02-14T17:48:00Z,student,1,290,web,completed
TS-0000227,71001139,178578,home,2024-12-18T10:34:00Z,adult,1,420,web,completed
TS-0000228,71004182,178578,home,2025-03-06T08:46:00Z,adult,3,420,app,completed
TS-0000229,71000000,178578,home,2025-01-24T03:13:00Z,adult,1,420,web,completed
TS-0000230,71003468,178578,home,2025-03-04T06:31:00Z,youth,1,240,web,completed
TS-0000231,71006477,178578,home,2025-01-31T08:20:00Z,adult,2,420,web,completed
TS-0000232,71002193,178578,home,2024-12-24T04:25:00Z,adult,1,420,app,completed
TS-0000233,71002822,178578,home,2024-12-30T16:24:00Z,adult,3,420,web,completed
TS-0000234,71001394,178578,home,2024-12-17T12:07:00Z,youth,1,240,web,completed
TS-0000235,71002567,178578,home,2025-01-03T09:54:00Z,adult,1,420,web,completed
TS-0000236,71003825,178578,home,2024-11-26T16:05:00Z,student,2,290,web,completed
TS-0000237,71000170,178578,home,2025-01-09T11:30:00Z,adult,2,420,web,cancelled
TS-0000238,71003162,178578,home,2024-11-23T08:26:00Z,adult,3,420,web,completed
TS-0000239,71003638,178578,home,2024-11-13T13:31:00Z,youth,1,240,app,completed
TS-0000240,71002057,178578,home,2024-11-26T21:40:00Z,adult,1,420,web,completed
TS-0000241,71004726,178578,home,2024-11-20T13:34:00Z,student,3,290,web,completed
TS-0000242,71004284,178578,home,2024-11-12T14:21:00Z,adult,1,420,web,completed
TS-0000243,71003332,178578,home,2024-12-28T16:43:00Z,adult,2,420,web,completed
TS-0000244,71000850,178578,home,2024-11-27T09:41:00Z,youth,1,240,box_office,completed
TS-0000245,71003774,178578,home,2025-02-28T00:13:00Z,youth,4,240,box_office,completed
TS-0000246,71005984,178578,home,2024-11-12T07:21:00Z,student,1,290,web,completed
TS-0000247,71004437,178578,home,2024-11-18T10:04:00Z,student,3,290,box_office,completed
TS-0000248,71001598,178578,home,2024-12-28T22:42:00Z,adult,2,420,web,completed
TS-0000249,71001819,178578,home,2025-02-25T10:44:00Z,youth,1,240,app,completed
TS-0000250,71006919,178578,home,2024-11-19T18:24:00Z,adult,1,420,web,completed
TS-0000251,71005474,178578,home,2024-12-18T02:53:00Z,adult,4,420,web,completed
TS-0000252,71000255,178578,home,2024-12-13T18:34:00Z,student,1,290,web,completed
TS-0000253,71001649,178578,home,2025-03-04T17:57:00Z,student,1,290,web,completed
TS-0000254,71005525,178578,home,2024-12-08T21:27:00Z,adult,1,420,web,completed
TS-0000255,71004947,178578,home,2025-02-25T12:14:00Z,adult,3,420,web,completed
TS-0000256,71000408,178578,home,2025-03-03T00:55:00Z,youth,1,240,app,completed
TS-0000257,71002465,178578,home,2025-02-22T19:29:00Z,student,1,290,app,completed
TS-0000258,71000323,178578,home,2025-03-05T14:21:00Z,adult,3,420,web,completed
TS-0000259,71006341,178578,home,2024-12-05T04:49:00Z,adult,1,420,app,completed
TS-0000260,71004777,178578,home,2025-01-04T21:54:00Z,youth,1,240,web,completed
TS-0000261,71003315,178578,home,2025-01-11T05:11:00Z,adult,1,420,app,completed
TS-0000262,71003757,178578,home,2024-12-14T14:27:00Z,adult,3,420,web,completed
TS-0000263,71004233,178578,home,2025-01-16T05:38:00Z,adult,2,420,web,completed
TS-0000264,71000493,178578,home,2025-03-04T14:28:00Z,youth,3,240,web,completed
TS-0000265,71006222,178578,home,2025-03-05T14:55:00Z,youth,3,240,web,completed
TS-0000266,71000306,178578,home,2025-02-01T19:14:00Z,adult,2,420,web,completed
TS-0000267,71005882,178578,home,2025-03-05T01:06:00Z,youth,1,240,app,completed
TS-0000268,71006749,178578,home,2024-11-21T23:22:00Z,student,1,290,app,completed
TS-0000269,71004386,178578,home,2025-03-06T05:30:00Z,child,3,160,web,completed
TS-0000270,71006766,178578,home,2024-11-18T19:27:00Z,student,1,290,app,completed
TS-0000271,71005542,178578,home,2025-03-05T07:19:00Z,youth,1,240,app,completed
TS-0000272,71000153,178578,home,2025-01-08T22:21:00Z,adult,1,420,box_office,completed
TS-0000273,71001666,178578,home,2025-03-05T17:35:00Z,adult,2,420,app,completed
TS-0000274,71004590,178578,home,2025-02-09T05:25:00Z,student,2,290,app,completed
TS-0000275,71000714,178578,home,2025-02-24T16:31:00Z,adult,1,420,web,completed
TS-0000276,71006528,178578,home,2025-02-11T07:56:00Z,adult,2,420,web,completed
TS-0000277,71006511,178578,home,2025-02-03T14:13:00Z,student,2,290,web,completed
TS-0000278,71004420,178578,home,2025-03-06T12:11:00Z,child,1,160,web,completed
TS-0000279,71007089,178578,home,2025-03-05T20:22:00Z,student,3,290,web,completed
TS-0000280,71006783,178578,home,2025-01-09T09:22:00Z,student,4,290,box_office,refunded
TS-0000281,71006647,178578,home,2025-03-04T07:50:00Z,student,2,290,web,completed
TS-0000282,71001020,178578,home,2025-03-03T21:54:00Z,adult,2,420,app,completed
TS-0000283,71001547,178578,home,2024-12-10T11:59:00Z,adult,4,420,web,completed
TS-0000284,71002601,178578,home,2025-01-24T05:21:00Z,adult,1,420,web,completed
TS-0000285,71006086,178578,home,2025-02-21T22:06:00Z,youth,3,240,app,completed
TS-0000286,71005508,178578,home,2024-11-22T04:12:00Z,adult,2,420,web,completed
TS-0000287,71002686,178578,home,2024-12-01T05:54:00Z,student,1,290,web,completed
TS-0000288,71002091,178578,home,2024-12-02T13:23:00Z,adult,2,420,app,completed
TS-0000289,71004998,178578,home,2025-03-05T07:14:00Z,youth,1,240,app,completed
TS-0000290,71006290,178578,home,2025-02-28T21:40:00Z,youth,2,240,web,completed
TS-0000291,71005848,178578,home,2025-02-01T10:42:00Z,student,1,290,web,completed
TS-0000292,71003298,178578,home,2024-11-14T13:10:00Z,student,3,290,web,completed
TS-0000293,71003689,178578,home,2025-03-03T01:41:00Z,student,3,290,app,completed
TS-0000294,71005780,178578,home,2024-11-15T19:21:00Z,adult,2,420,web,completed
TS-0000295,71002448,178578,home,2024-12-02T12:36:00Z,adult,4,420,web,completed
TS-0000296,71005933,178578,home,2024-11-13T13:31:00Z,student,2,290,app,completed
TS-0000297,71001190,178578,home,2024-12-13T23:55:00Z,student,3,290,app,completed
TS-0000298,71001989,178578,home,2025-03-05T19:13:00Z,adult,1,420,web,completed
TS-0000299,71003009,178578,home,2025-03-05T13:03:00Z,youth,1,240,app,completed
TS-0000300,71004845,178578,home,2025-03-06T14:27:00Z,adult,1,420,web,completed
TS-0000301,71006324,178578,home,2025-03-04T22:08:00Z,student,2,290,web,completed
TS-0000302,71006154,178578,home,2025-01-12T11:24:00Z,adult,1,420,box_office,completed
TS-0000303,71003247,178578,home,2024-12-21T15:36:00Z,adult,1,420,web,completed
TS-0000304,71004301,178578,home,2025-03-04T11:06:00Z,adult,1,420,web,completed
TS-0000305,71001955,178578,home,2025-03-06T04:15:00Z,adult,2,420,app,completed
TS-0000306,71005253,178578,home,2025-03-04T19:56:00Z,adult,1,420,web,completed
TS-0000307,71002363,178578,home,2025-03-05T17:32:00Z,adult,4,420,app,completed
TS-0000308,71003264,178578,home,2024-11-18T13:17:00Z,student,2,290,web,completed
TS-0000309,71006256,178578,home,2025-02-25T05:20:00Z,adult,3,420,web,completed
TS-0000310,71005797,178578,home,2024-11-24T07:57:00Z,child,1,160,box_office,completed
TS-0000311,71004369,178578,home,2025-02-11T20:17:00Z,child,1,160,app,completed
TS-0000312,71003451,178578,home,2024-11-21T01:14:00Z,adult,1,420,web,completed
TS-0000313,71003281,178578,home,2024-11-07T11:44:00Z,youth,2,240,web,completed
TS-0000314,71000765,178578,home,2025-01-04T16:18:00Z,adult,1,420,app,completed
TS-0000315,71003910,178578,home,2025-02-20T19:02:00Z,adult,1,420,web,completed
TS-0000316,71001904,178578,home,2025-03-06T16:09:00Z,adult,1,420,web,completed
TS-0000317,71002482,178578,home,2025-03-05T15:02:00Z,youth,1,240,web,completed
TS-0000318,71007106,178578,home,2024-12-05T06:31:00Z,student,3,290,web,completed
